stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
152,울산,2015-01-01,-2.7,-4.9,748,0.4,1506,,,,,,,15.4,320,1033,9.6,320,1038,5.0,4335,320,-18.2,17,1400,30.8,1.5,1016.1,1023.7,2223,1017.3,120,1020.5,9.8,8.8,,,,,,,,,0.5,0.5,-2.5,-7.6,,,,,,,,,,,,,,
152,울산,2015-01-02,-1.0,-4.5,48,2.9,1309,,,,,,,15.3,340,1233,8.3,290,1341,3.9,3401,320,-14.3,26,1110,36.9,2.1,1018.3,1025.3,2345,1019.9,1250,1022.7,9.8,8.9,,,,,,,,,0.9,0.9,-1.8,-7.7,,,,,,,,,,,,,,
152,울산,2015-01-03,1.0,-5.2,612,7.4,1540,,,,,,,7.3,340,307,4.2,340,310,1.5,1333,20,-17.5,9,1430,26.9,1.6,1017.6,1025.4,114,1018.9,2336,1021.9,9.8,8.9,,,,,,,,,3.3,0.5,-2.0,-12.1,,,,,,,,,,,,,,
152,울산,2015-01-04,4.4,-2.0,757,12.6,1455,,,,,,,4.1,90,1358,3.5,290,2110,1.1,946,250,-5.6,33,1121,49.4,4.1,1013.8,1019.7,2358,1015.3,1330,1018.1,9.8,8.5,,,,,,,,,1.0,1.0,1.1,-8.0,,,,,,,,,,,,,,
152,울산,2015-01-05,6.9,-1.0,510,12.7,1509,,,,,2.17,0.2,6.2,230,1642,3.9,200,1628,1.3,1121,270,0.8,42,1202,66.9,6.6,1013.1,1021.6,518,1009.3,2359,1017.4,9.8,4.7,,,,,,,,,6.0,1.9,3.8,-5.5,,,,,,,,,,,,,{박무}0350-{박무}{강도0}0600-{박무}{강도0}0900-0920. {연무}0910-1130. {비}2120-2240. {박무}2220-{박무}{강도0}2400- {비}2310-{비}{강도0}2400-,
152,울산,2015-01-06,6.5,0.9,2357,9.6,135,,,,,4.5,10.9,13.0,320,941,7.5,320,948,3.5,2982,320,-6.6,17,1520,45.3,4.8,1006.3,1015.4,2208,1004.3,348,1010.5,9.9,8.7,,,,,,,,,4.3,2.4,4.7,-1.4,,,,,,,,,,,,,-{비}-{비}{강도1}0300-0410. {비}0450-0510. -{박무}-{시정(미만)}{1km}{안개}0230-{안개}{강도0}0300-{시정(이상)}{1km}{박무}0315-0550.,0.75
152,울산,2015-01-07,-0.4,-3.8,756,3.5,1453,,,,,,,10.8,360,822,7.1,340,423,3.1,2671,340,-18.3,17,1038,25.0,1.4,1014.6,1022.5,2252,1014.7,1,1019.0,9.9,8.3,,,,,,,,,2.4,0.0,-0.4,-7.5,,,,,,,,,,,,,,
152,울산,2015-01-08,0.6,-4.5,739,6.3,1453,,,,,,,7.8,340,1410,4.5,340,1415,2.0,1690,20,-16.4,13,1355,28.5,1.7,1018.5,1025.1,945,1020.9,1418,1022.9,9.9,9.0,,,,,,,,,0.0,0.0,-1.1,-8.5,,,,,,,,,,,,,,
152,울산,2015-01-09,2.6,-0.3,341,6.7,1442,,,,,,,11.6,290,1206,7.8,320,1159,3.3,2843,320,-9.9,29,453,39.3,2.9,1018.5,1024.7,1007,1021.4,1449,1022.8,9.9,8.7,,,,,,,,,0.0,0.0,0.6,-4.6,,,,,,,,,,,,,,
152,울산,2015-01-10,3.5,-0.6,2353,8.3,1544,,,,,,,11.7,320,1239,6.8,320,1247,2.7,2299,340,-10.6,19,1453,36.5,2.8,1018.0,1024.0,915,1021.1,1542,1022.4,9.9,9.0,,,,,,,,,0.0,0.0,1.3,-7.2,,,,,,,,,,,,,,
